File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11512_20160510/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.237474	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11523_20160329/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	7.113873
/Volumes/Phillips/P5/subj/11512_20160510/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	5.721828	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11525_20160412/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	16.685163	/Volumes/Phillips/P5/subj/11523_20160329/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-8.908200	/Volumes/Phillips/P5/subj/11524_20160425/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.573783	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11523_20160329/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	13.925673	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11524_20160425/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-5.317792
/Volumes/Phillips/P5/subj/11523_20160329/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	9.111223	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	31.483771	/Volumes/Phillips/P5/subj/11524_20160425/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.742651	/Volumes/Phillips/P5/subj/11525_20160412/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	8.683985	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11524_20160425/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	17.066786	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11525_20160412/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.652597
/Volumes/Phillips/P5/subj/11524_20160425/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.956526	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.735186	/Volumes/Phillips/P5/subj/11525_20160412/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.463016	/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-5.846200	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11525_20160412/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	16.648894	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.908170
/Volumes/Phillips/P5/subj/11525_20160412/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	23.698895	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	10.251459	/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	5.797555	/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	9.815148	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	35.815591	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-13.765845
/Volumes/Phillips/P5/subj/11532_20160413/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	20.903023	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	19.979644	/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-7.966726	/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-13.229645	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	6.758830	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-14.318620
/Volumes/Phillips/P5/subj/11534_20160418/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	20.371516	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	23.534540	/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.568297	/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.228121	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-2.385220	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.245126
/Volumes/Phillips/P5/subj/11539_20160430/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	37.012225	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11556_20160705/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	10.337177	/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	13.236130	/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-9.168733	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.780983	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	0.515302
/Volumes/Phillips/P5/subj/11545_20160518/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	17.331130	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11465_20160711/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	24.230887	/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	9.184606	/Volumes/Phillips/P5/subj/11556_20160705/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.012747	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	35.645025	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11556_20160705/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	14.292019
/Volumes/Phillips/P5/subj/11552_20160611/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	32.597566	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11559_20160719/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-9.816123	/Volumes/Phillips/P5/subj/11556_20160705/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.250187	/Volumes/Phillips/P5/subj/11465_20160711/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	19.310010	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11556_20160705/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.225340	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11465_20160711/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.053044
/Volumes/Phillips/P5/subj/11556_20160705/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	9.144428	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	13.380967	/Volumes/Phillips/P5/subj/11465_20160711/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	10.628122	/Volumes/Phillips/P5/subj/11559_20160719/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-26.235033	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11465_20160711/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	13.590082	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11559_20160719/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-7.689543
/Volumes/Phillips/P5/subj/11465_20160711/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	12.824165	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	14.528528	/Volumes/Phillips/P5/subj/11559_20160719/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-12.267388	/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	9.806036	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11559_20160719/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.377213	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.576168
/Volumes/Phillips/P5/subj/11559_20160719/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	12.301378	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11569_20160812/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.147560	/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	6.224848	/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.695502	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	15.986518	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-7.117808
/Volumes/Phillips/P5/subj/11563_20160718/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	19.259105	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11566_20161230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	16.005684	/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.222848	/Volumes/Phillips/P5/subj/11569_20160812/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-9.668513	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-2.341256	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11569_20160812/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-20.078541
/Volumes/Phillips/P5/subj/11567_20160805/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	26.496209	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.722673	/Volumes/Phillips/P5/subj/11569_20160812/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.328222	/Volumes/Phillips/P5/subj/11566_20161230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-13.103442	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11569_20160812/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	14.596358	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11566_20161230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.524649
/Volumes/Phillips/P5/subj/11569_20160812/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.033739	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11565_20161011/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-13.966041	/Volumes/Phillips/P5/subj/11566_20161230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-4.861159	/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-2.346187	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11566_20161230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	6.869829	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.240809
/Volumes/Phillips/P5/subj/11566_20161230/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	8.142427	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11580_20161021/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	23.119303	/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.159104	/Volumes/Phillips/P5/subj/11565_20161011/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-12.037836	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	28.249057	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11565_20161011/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	8.257414
/Volumes/Phillips/P5/subj/11572_20160819/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	29.916898	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11584_20161122/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.416564	/Volumes/Phillips/P5/subj/11565_20161011/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-20.559981	/Volumes/Phillips/P5/subj/11580_20161021/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	13.418879	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11565_20161011/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.654952	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11580_20161021/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	16.798475
/Volumes/Phillips/P5/subj/11565_20161011/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	0.009668	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11586_20161206/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	15.334918	/Volumes/Phillips/P5/subj/11580_20161021/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	14.601857	/Volumes/Phillips/P5/subj/11584_20161122/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.664524	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11580_20161021/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	25.891154	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11584_20161122/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	15.795493
/Volumes/Phillips/P5/subj/11580_20161021/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	13.420844	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11585_20161203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.179497	/Volumes/Phillips/P5/subj/11584_20161122/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.094359	/Volumes/Phillips/P5/subj/11586_20161206/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	21.529524	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11584_20161122/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.418680	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11586_20161206/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.131732
/Volumes/Phillips/P5/subj/11584_20161122/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	19.401819	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11587_20161207/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	1.056182	/Volumes/Phillips/P5/subj/11586_20161206/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	19.479821	/Volumes/Phillips/P5/subj/11585_20161203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-2.474066	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11586_20161206/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	10.891684	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11585_20161203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.311430
/Volumes/Phillips/P5/subj/11586_20161206/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	43.923579	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11588_20161209/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	8.075827	/Volumes/Phillips/P5/subj/11585_20161203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.172083	/Volumes/Phillips/P5/subj/11587_20161207/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	2.683007	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11585_20161203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	31.925868	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11587_20161207/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-6.076146
/Volumes/Phillips/P5/subj/11585_20161203/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	24.059611	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11590_20161221/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	13.311262	/Volumes/Phillips/P5/subj/11587_20161207/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.371830	/Volumes/Phillips/P5/subj/11588_20161209/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.218698	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11587_20161207/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.392105	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11588_20161209/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.435954
/Volumes/Phillips/P5/subj/11587_20161207/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	4.619674	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11591_20170103/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	17.533564	/Volumes/Phillips/P5/subj/11588_20161209/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	20.734086	/Volumes/Phillips/P5/subj/11590_20161221/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-4.595070	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11588_20161209/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.489026	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11590_20161221/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-26.638868
/Volumes/Phillips/P5/subj/11588_20161209/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	7.298503	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11593_20170106/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.107349	/Volumes/Phillips/P5/subj/11590_20161221/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-7.332330	/Volumes/Phillips/P5/subj/11591_20170103/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	18.086932	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11590_20161221/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	15.213217	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11591_20170103/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-3.286603
/Volumes/Phillips/P5/subj/11590_20161221/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	26.673703	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11594_20170111/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	12.647117	/Volumes/Phillips/P5/subj/11591_20170103/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-11.053411	/Volumes/Phillips/P5/subj/11593_20170106/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-9.759113	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11591_20170103/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	7.975131		File	Sub-brick	Mean_1  	File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11593_20170106/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	8.472205
/Volumes/Phillips/P5/subj/11591_20170103/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	36.337810	File	Sub-brick	Mean_1  		/Volumes/Phillips/P5/subj/11593_20170106/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-1.643374	/Volumes/Phillips/P5/subj/11594_20170111/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.648993	File	Sub-brick	Mean_1  
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11593_20170106/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	11.084654		File	Sub-brick	Mean_1  		/Volumes/Phillips/P5/subj/11594_20170111/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-0.833873
/Volumes/Phillips/P5/subj/11593_20170106/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	9.903700	File	Sub-brick	Mean_1  		/Volumes/Phillips/P5/subj/11594_20170111/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-4.102182		
File	Sub-brick	Mean_1  	/Volumes/Phillips/P5/subj/11594_20170111/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	-2.748763				
/Volumes/Phillips/P5/subj/11594_20170111/contrasts/Att/bycond_stats+tlrc.[7]	0[Flexible#]	3.976412					
